country	correct_ratio_per_question_range	gender_bins	international_rank	question	correct_ratio_per_question	correct_ratio_per_question_female	correct_ratio_per_question_male	content_domain	cognitive_domain	topic_area	question_type	question_rank	diff_male_female	label	gender_bins_order	correct_ratio_per_question_range_order
sgp	81-90	(-0.0729,-0.0533]	1	M042049	0.8928164196123147	0.9230769230769231	0.8638392857142857	Algebra	Knowing	Expressions and Operations	Multiple Choice	25	-0.05923763736263743	What is value of 3x+3y	33	12
sgp	81-90	(-0.0729,-0.0533]	1	M062150	0.8758620689655172	0.9055299539170507	0.8463302752293578	Number	Knowing	Fractions, Decimals, and Integers	Free Response	40	-0.059199678687692936	Difference between low temperature in City X and Y	29	13
sgp	81-90	(-0.0729,-0.0533]	1	M062111A	0.8444948921679909	0.875	0.8172043010752689	Number	Applying	Ratio, Proportion and Percent	Free Response	64	-0.05779569892473113	Flowers Maria sold - percent tulips	25	14
sgp	81-90	(-0.0729,-0.0533]	1	M062208B	0.8547105561861521	0.8846153846153846	0.8279569892473119	Number	Knowing	Whole Numbers	Multiple Choice	55	-0.05665839536807271	T or F for n - subtraction	27	15
sgp	81-90	(-0.0729,-0.0533]	1	M052502	0.8942528735632184	0.9223529411764706	0.8674157303370786	Data and Chance	Applying	Data Interpretation	Free Response	23	-0.05493721083939196	Store with lowest price per pair	34	16
sgp	81-90	(-0.0729,-0.0533]	1	M052034	0.8781609195402299	0.9058823529411765	0.851685393258427	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	35	-0.05419695968274951	Fraction wanting to go on a trip	31	17
sgp	81-90	(-0.0533,-0.0338]	1	M042015	0.8922018348623854	0.9180722891566265	0.8687089715536105	Number	Knowing	Whole Numbers	Multiple Choice	27	-0.049363317603016044	What is the value of cube of 3	41	18
sgp	81-90	(-0.0533,-0.0338]	1	M042234	0.8772935779816514	0.9037037037037037	0.854389721627409	Algebra	Knowing	Equations and Inequalities	Multiple Choice	37	-0.04931398207629467	What is the value of x	40	19
sgp	81-90	(-0.0533,-0.0338]	1	M052418B	0.8669724770642202	0.8896551724137931	0.8443935926773455	Data and Chance	Applying	Data Interpretation	Multiple Choice	50	-0.04526157973644762	Smartphone use listening to music	37	20
sgp	81-90	(-0.0533,-0.0338]	1	M042120	0.8577981651376146	0.8814814814814815	0.8372591006423983	Geometry	Knowing	Geometric Shapes	Multiple Choice	54	-0.04422238083908325	Statement about Lines L and M	35	21
sgp	81-90	(-0.0533,-0.0338]	1	M042255	0.8337155963302753	0.8567901234567902	0.8137044967880086	Data and Chance	Applying	Data Interpretation	Multiple Choice	69	-0.043085626668781574	Representing data on a pie chart	31	22
sgp	81-90	(-0.0533,-0.0338]	1	M042100	0.8620296465222349	0.8834498834498834	0.8415178571428571	Algebra	Knowing	Expressions and Operations	Multiple Choice	51	-0.041932026307026304	Pair of numbers that satisfy eqn	36	23
sgp	81-90	(-0.0533,-0.0338]	1	M052115	0.8689655172413793	0.888402625820569	0.847457627118644	Data and Chance	Applying	Data Interpretation	Multiple Choice	48	-0.04094499870192492	Raspberry as favorite flavor	39	24
sgp	81-90	(-0.0533,-0.0338]	1	M062001	0.8396334478808706	0.8590909090909091	0.8198614318706697	Number	Knowing	Whole Numbers	Multiple Choice	65	-0.039229477220239395	276 x 85 is equal to	32	25
sgp	81-90	(-0.0533,-0.0338]	1	M042081	0.8494868871151653	0.8694638694638694	0.8303571428571429	Number	Knowing	Fractions, Decimals, and Integers	Free Response	58	-0.03910672660672654	Write as decimal number	34	26
sgp	81-90	(-0.0533,-0.0338]	1	M042151	0.8451834862385321	0.8650602409638555	0.8271334792122538	Geometry	Applying	Geometric Shapes	Free Response	62	-0.0379267617516017	Shape with AB as line of symmetry	33	27
sgp	81-90	(-0.0533,-0.0338]	1	M052147	0.8298850574712644	0.8468271334792122	0.8111380145278451	Number	Applying	Ratio, Proportion and Percent	Multiple Choice	72	-0.03568911895136717	Which statement is true	30	28
sgp	81-90	(-0.0533,-0.0338]	1	M062202	0.8683314415437003	0.8870192307692307	0.8516129032258064	Geometry	Reasoning	Geometric Shapes	Multiple Choice	49	-0.03540632754342432	Liza's net of cube - face opposite face Q	38	29
sgp	81-90	(-0.0533,-0.0338]	1	M052079	0.8942528735632184	0.9102844638949672	0.8765133171912833	Number	Applying	Ratio, Proportion and Percent	Multiple Choice	24	-0.03377114670368386	Length of shorter string piece	42	30
sgp	81-90	(-0.0338,-0.0142]	1	M062132A	0.8737083811710677	0.8913043478260869	0.8577680525164114	Data and Chance	Knowing	Chance	Free Response	43	-0.0335362953096755	Mobile phone factory - number faulty in a batch	22	31
sgp	81-90	(-0.0338,-0.0142]	1	M062345A	0.8331415420023015	0.8507462686567164	0.8179871520342612	Data and Chance	Applying	Characteristics of Data Sets	Free Response	70	-0.03275911662245523	Fishing spots - calculate mean and median	14	32
sgp	81-90	(-0.0338,-0.0142]	1	M052017	0.8839080459770114	0.9009661835748792	0.868421052631579	Number	Knowing	Whole Numbers	Multiple Choice	32	-0.03254513094330025	Equivalent numeric expression	27	33
sgp	81-90	(-0.0338,-0.0142]	1	M062154	0.8751431844215349	0.8909090909090909	0.859122401847575	Number	Applying	Ratio, Proportion and Percent	Free Response	41	-0.03178668906151583	Number of eggs Minji needs to bake cookies	24	34
sgp	81-90	(-0.0338,-0.0142]	1	M042060	0.8922018348623854	0.908641975308642	0.8779443254817987	Number	Knowing	Ratio, Proportion and Percent	Multiple Choice	26	-0.03069764982684331	Fraction by which price reduced by	29	35
sgp	81-90	(-0.0338,-0.0142]	1	M052419A	0.8505747126436781	0.8643326039387309	0.8353510895883777	Data and Chance	Knowing	Data Interpretation	Multiple Choice	57	-0.028981514350353232	Girls playing video games	18	36
sgp	81-90	(-0.0338,-0.0142]	1	M062271	0.8352402745995423	0.8486842105263158	0.8205741626794258	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	68	-0.028110047846889974	Randy's blue balloons	15	37
sgp	81-90	(-0.0338,-0.0142]	1	M052407	0.8471264367816091	0.8611764705882353	0.8337078651685393	Geometry	Applying	Geometric Shapes	Multiple Choice	60	-0.02746860541969598	What is the value of angle a	16	38
sgp	81-90	(-0.0338,-0.0142]	1	M052426	0.8919540229885058	0.9058823529411765	0.8786516853932584	Data and Chance	Knowing	Data Interpretation	Multiple Choice	28	-0.02723066754791803	Number of goals of 4 soccer teams	28	39
sgp	81-90	(-0.0338,-0.0142]	1	M052082	0.8692660550458715	0.8827586206896552	0.8558352402745996	Geometry	Applying	Geometric Shapes	Multiple Choice	45	-0.026923380415055598	Value of angle x outside triangle	20	40
sgp	81-90	(-0.0338,-0.0142]	1	M042196	0.8727064220183486	0.8867469879518072	0.8599562363238512	Data and Chance	Knowing	Data Interpretation	Multiple Choice	44	-0.026790751627955967	Speed on the speedometer	21	41
sgp	81-90	(-0.0338,-0.0142]	1	M062300	0.8025258323765786	0.8140096618357487	0.7921225382932167	Geometry	Reasoning	Geometric Measurement	Free Response	90	-0.021887123542532083	Draw a rectangle given area and perimeter	11	42
sgp	81-90	(-0.0338,-0.0142]	1	M052067	0.8781609195402299	0.888402625820569	0.8668280871670703	Algebra	Knowing	Expressions and Operations	Multiple Choice	36	-0.021574538653498676	Value of given expression	25	43
sgp	81-90	(-0.0338,-0.0142]	1	M062153	0.8229284903518729	0.8341346153846154	0.8129032258064516	Number	Applying	Fractions, Decimals, and Integers	Multiple Choice	77	-0.02123138957816384	Peter, Mark, and Sarah share zeds	12	44
sgp	81-90	(-0.0338,-0.0142]	1	M062067	0.8785796105383734	0.8886363636363637	0.8683602771362586	Algebra	Knowing	Equations and Inequalities	Multiple Choice	34	-0.02027608650010504	Find value of x when y=5	26	45
sgp	81-90	(-0.0338,-0.0142]	1	M052058A	0.8979357798165137	0.9080459770114943	0.8878718535469108	Number	Applying	Whole Numbers	Free Response	21	-0.02017412346458347	Time when Pat finishes last lap	30	46
sgp	81-90	(-0.0338,-0.0142]	1	M042114B	0.8279816513761468	0.8385542168674699	0.8183807439824945	Number	Applying	Ratio, Proportion and Percent	Free Response	73	-0.020173472884975396	Number of papers in a 28mm stack	13	47
sgp	81-90	(-0.0338,-0.0142]	1	M062174	0.8473019517795637	0.857487922705314	0.838074398249453	Geometry	Applying	Geometric Shapes	Multiple Choice	59	-0.019413524455861086	Find angle x given rectangle ABCD with diagonal	17	48
sgp	81-90	(-0.0338,-0.0142]	1	M062005	0.8691159586681975	0.8792270531400966	0.8599562363238512	Number	Knowing	Whole Numbers	Multiple Choice	46	-0.01927081681624543	832 divided by 16 is equal to	19	49
sgp	81-90	(-0.0338,-0.0142]	1	M052161	0.8738532110091743	0.8827586206896552	0.8649885583524027	Data and Chance	Applying	Chance	Multiple Choice	42	-0.017770062337252424	Number of balls in a bag	23	50
sgp	81-90	(-0.0142,0.00538]	1	M052417	0.8388571428571429	0.8463414634146341	0.832258064516129	Geometry	Applying	Geometric Shapes	Free Response	66	-0.014083398898505073	Value of angle x in figure	24	51
sgp	81-90	(-0.0142,0.00538]	1	M052215	0.8896551724137931	0.8949671772428884	0.8837772397094431	Number	Knowing	Fractions, Decimals, and Integers	Free Response	31	-0.011189937533445327	Fraction of diagram shaded	29	52
sgp	81-90	(-0.0142,0.00538]	1	M062143	0.8455377574370709	0.8508771929824561	0.8397129186602871	Number	Reasoning	Ratio, Proportion and Percent	Free Response	61	-0.011164274322169043	Number of girls in a class given boys:girls	25	53
sgp	81-90	(-0.0142,0.00538]	1	M042114A	0.8532110091743119	0.8578313253012049	0.849015317286652	Number	Knowing	Ratio, Proportion and Percent	Free Response	56	-0.008816008014552845	Complete the table	26	54
sgp	81-90	(-0.0142,0.00538]	1	M042302A	0.8278221208665907	0.8321678321678322	0.8236607142857143	Number	Applying	Whole Numbers	Free Response	74	-0.008507117882117887	Cost of phone for 1 year	21	55
sgp	81-90	(-0.0142,0.00538]	1	M052134	0.8758620689655172	0.88	0.8719101123595505	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	39	-0.008089887640449489	How much hotter is city A than B	28	56
sgp	81-90	(-0.0142,0.00538]	1	M042019	0.8314220183486238	0.8345679012345679	0.828693790149893	Number	Knowing	Whole Numbers	Free Response	71	-0.005874111084674949	Approximate the sum	22	57
sgp	81-90	(-0.0142,0.00538]	1	M052121A	0.8103448275862069	0.8115942028985508	0.8092105263157895	Algebra	Reasoning	Relationships and Functions	Multiple Choice	86	-0.002383676582761285	Area of the 5th square	18	58
sgp	81-90	(-0.0142,0.00538]	1	M062146	0.8579610538373424	0.8590909090909091	0.8568129330254042	Number	Applying	Ratio, Proportion and Percent	Multiple Choice	53	-0.0022779760655049497	Find percent of fir trees in a park given a ratio	27	59
sgp	81-90	(-0.0142,0.00538]	1	M052042	0.8126436781609195	0.8115942028985508	0.8135964912280702	Geometry	Applying	Geometric Shapes	Free Response	84	0.0020022883295194305	Length of the side of the triangle	19	60
sgp	81-90	(-0.0142,0.00538]	1	M042224	0.838302752293578	0.837037037037037	0.8394004282655246	Data and Chance	Knowing	Data Interpretation	Free Response	67	0.00236339122848761	Estimate the temperature	23	61
sgp	81-90	(-0.0142,0.00538]	1	M062142	0.8909299655568312	0.8888888888888888	0.8927789934354485	Number	Applying	Ratio, Proportion and Percent	Free Response	29	0.0038901045465596917	Shade 40% of the rectangle	30	62
sgp	81-90	(-0.0142,0.00538]	1	M052095	0.8137931034482758	0.8115942028985508	0.8157894736842105	Number	Knowing	Fractions, Decimals, and Integers	Free Response	82	0.004195270785659733	Complete the fraction sequence	20	63
sgp	81-90	(0.00538,0.0249]	1	M052066	0.808	0.8048780487804879	0.810752688172043	Algebra	Applying	Equations and Inequalities	Multiple Choice	88	0.005874639391555192	Formula for the new rectangle	12	64
sgp	81-90	(0.00538,0.0249]	1	M062320	0.8249427917620137	0.8201754385964912	0.8301435406698564	Data and Chance	Applying	Data Interpretation	Multiple Choice	75	0.009968102073365182	Fishing histogram - proportion of fish released	16	65
sgp	81-90	(0.00538,0.0249]	1	M062215	0.8203661327231121	0.8114035087719298	0.8301435406698564	Number	Applying	Ratio, Proportion and Percent	Free Response	78	0.018740031897926612	Fill in new price/discount in bicycle sale table	14	66
sgp	81-90	(0.00538,0.0249]	1	M042159	0.8232611174458381	0.8135198135198135	0.8325892857142857	Data and Chance	Applying	Data Interpretation	Free Response	76	0.019069472194472192	Complete the bar chart	15	67
sgp	81-90	(0.00538,0.0249]	1	M052364	0.8114942528735632	0.8008752735229759	0.8232445520581114	Number	Applying	Whole Numbers	Free Response	85	0.022369278535135484	Answer to Robert's problem	13	68
sgp	81-90	(0.00538,0.0249]	1	M052047	0.8942528735632184	0.8816425120772947	0.9057017543859649	Geometry	Applying	Geometric Shapes	Free Response	22	0.02405924230867018	Value of angle y in a triangle	17	69
sgp	81-90	(0.0249,0.0445]	1	M042261	0.8130733944954128	0.7951807228915663	0.8293216630196937	Data and Chance	Knowing	Chance	Multiple Choice	83	0.034140940128127406	How likely it will rain	8	70
sgp	91-100	(-0.0729,-0.0533]	1	M052419B	0.9218390804597701	0.949671772428884	0.8910411622276029	Data and Chance	Knowing	Data Interpretation	Multiple Choice	11	-0.05863061020128113	Difference in percentages	35	1
sgp	91-100	(-0.0729,-0.0533]	1	M042052	0.9464082098061574	0.9743589743589743	0.9196428571428571	Number	Knowing	Ratio, Proportion and Percent	Multiple Choice	3	-0.054716117216117244	Ratio equivalent to 1:4	36	2
sgp	91-100	(-0.0533,-0.0338]	1	M062208C	0.9001135073779796	0.9278846153846154	0.875268817204301	Number	Knowing	Whole Numbers	Multiple Choice	20	-0.052615798180314366	T or F for n - multiplication	43	3
sgp	91-100	(-0.0533,-0.0338]	1	M062208D	0.905788876276958	0.9278846153846154	0.886021505376344	Number	Knowing	Whole Numbers	Multiple Choice	18	-0.041863110008271365	T or F for n - division	44	4
sgp	91-100	(-0.0533,-0.0338]	1	M062223	0.9161882893226176	0.9371980676328503	0.8971553610503282	Algebra	Applying	Expressions and Operations	Multiple Choice	12	-0.04004270658252207	Expression for perimeter of a pentagon	45	5
sgp	91-100	(-0.0533,-0.0338]	1	M062208A	0.9432463110102156	0.9639423076923077	0.9247311827956989	Number	Knowing	Whole Numbers	Multiple Choice	5	-0.03921112489660883	T or F for n - addition	48	6
sgp	91-100	(-0.0533,-0.0338]	1	M052103	0.928	0.948780487804878	0.9096774193548387	Algebra	Knowing	Expressions and Operations	Multiple Choice	9	-0.0391030684500393	Value of y when x = 25	46	7
sgp	91-100	(-0.0533,-0.0338]	1	M042182	0.9384264538198404	0.9557109557109557	0.921875	Number	Applying	Fractions, Decimals, and Integers	Multiple Choice	6	-0.033835955710955656	How far did john jump	47	8
sgp	91-100	(-0.0338,-0.0142]	1	M052413	0.9494252873563218	0.9623529411764706	0.9370786516853933	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	2	-0.02527428949107735	Solve given numeric expression	34	9
sgp	91-100	(-0.0338,-0.0142]	1	M062076	0.9096109839816934	0.9210526315789473	0.8971291866028708	Algebra	Applying	Expressions and Operations	Multiple Choice	17	-0.02392344497607657	Room divided into classroom M and laboratory L	31	10
sgp	91-100	(-0.0338,-0.0142]	1	M062164	0.912743972445465	0.9251207729468599	0.9015317286652079	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	15	-0.023589044281651983	Number to add to 2/5 to get 0.42	32	11
sgp	91-100	(-0.0338,-0.0142]	1	M052209	0.9462857142857143	0.9560975609756097	0.9376344086021505	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	4	-0.01846315237345919	Decimal closest in size to 3/4.	33	12
sgp	91-100	(-0.0338,-0.0142]	1	M052505	0.9586206896551724	0.966183574879227	0.9517543859649122	Data and Chance	Knowing	Data Interpretation	Multiple Choice	1	-0.014429188914314772	Pizzas sold by a shop	35	13
sgp	91-100	(-0.0142,0.00538]	1	M062194	0.914187643020595	0.918859649122807	0.9090909090909091	Geometry	Reasoning	Geometric Measurement	Multiple Choice	14	-0.009768740031897982	Number of cubes in solid figure	31	14
sgp	91-100	(-0.0142,0.00538]	1	M042203	0.9346330275229358	0.9358024691358025	0.9336188436830836	Geometry	Applying	Geometric Shapes	Multiple Choice	7	-0.0021836254527188848	What is the value of x	32	15
sgp	91-100	(0.00538,0.0249]	1	M042194	0.9311926605504587	0.9253012048192771	0.936542669584245	Number	Knowing	Ratio, Proportion and Percent	Free Response	8	0.011241464764967901	Present of games the team lose	22	16
sgp	91-100	(0.00538,0.0249]	1	M062335	0.9160919540229885	0.9101382488479263	0.9220183486238532	Number	Knowing	Ratio, Proportion and Percent	Multiple Choice	13	0.011880099775926967	Select equivalent ratio to 3:2	20	17
sgp	91-100	(0.00538,0.0249]	1	M062329	0.9102416570771001	0.9029850746268657	0.9164882226980728	Number	Knowing	Whole Numbers	Multiple Choice	16	0.013503148071207116	Two million, fifty thousand, three hundred seven	19	18
sgp	91-100	(0.00538,0.0249]	1	M042183	0.9002293577981652	0.891358024691358	0.9079229122055674	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	19	0.01656488751420937	Find the number	18	19
sgp	91-100	(0.00538,0.0249]	1	M052229	0.9277522935779816	0.9172413793103448	0.9382151029748284	Number	Knowing	Fractions, Decimals, and Integers	Free Response	10	0.02097372366448358	Convert decimal to a fraction.	21	20
sgp	31-40	(-0.0729,-0.0533]	1	M062287	0.39010356731875717	0.42786069651741293	0.3576017130620985	Geometry	Reasoning	Geometric Measurement	Free Response	208	-0.07025898345531445	Shaded areas with overlapping congruent triangles	4	1
sgp	31-40	(-0.0729,-0.0533]	1	M052105	0.36551724137931035	0.4	0.3325842696629214	Algebra	Applying	Relationships and Functions	Free Response	211	-0.06741573033707865	Which slope has a greater value	1	2
